"ano";"tipo_de_emenda";"autor_da_emenda";"numero_da_emenda";"localidade_do_gasto_regionalizacao";"funcao";"subfuncao";"programa_orcamentario";"acao_orcamentaria";"plano_orcamentario";"codigo_da_emenda";"valor_empenhado";"valor_liquidado";"valor_pago";"valor_restos_a_pagar_inscritos";"valor_restos_a_pagar_cancelados";"valor_restos_a_pagar_pagos";"x18";"autor_sanitized";"match_parlamentar";"nome_civil";"partido";"tipo"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FERNANDA MELCHIONNA";"0005";"RIO GRANDE DO SUL (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";202439840005;3e+05;0;0;NA;0;0;NA;"FERNANDA MELCHIONNA";"FERNANDA MELCHIONNA";"FERNANDA MELCHIONNA E SILVA";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TEREZA CRISTINA";"0006";"CAMPO GRANDE - MS";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202442790006;3e+05;3e+05;3e+05;NA;0;0;NA;"TEREZA CRISTINA";"TEREZA CRISTINA";NA;"PP";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO CORREIA";"0020";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202440640020;3e+05;3e+05;3e+05;NA;0;0;NA;"ROGERIO CORREIA";"ROGERIO CORREIA";"ROGÉRIO CORREIA DE MOURA BAPTISTA";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0025";"RIO GRANDE DO SUL (UF)";"Cultura";"Patrimônio histórico, artístico e arqueológico";"5125 - DIREITO A CULTURA";"20ZH - PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO";"PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO - DESPESAS DIVERSAS";202428620025;3e+05;0;0;NA;0;0;NA;"BOHN GASS";"BOHN GASS";"ELVINO JOSÉ BOHN GASS";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MARCIO ALVINO";"0016";"SALESÓPOLIS - SP";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202437170016;3e+05;3e+05;3e+05;NA;0;0;NA;"MARCIO ALVINO";"MARCIO ALVINO";"MARCIO LUIZ ALVINO DE SOUZA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CABO GILBERTO SILVA";"0010";"SANTA RITA - PB";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";202443170010;3e+05;0;0;NA;0;0;NA;"CABO GILBERTO SILVA";"CABO GILBERTO SILVA";"GILBERTO GOMES DA SILVA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ALIEL MACHADO";"0015";"Nacional";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"2304 - CIENCIA, TECNOLOGIA E INOVACAO PARA O DESENVOLVIMENTO SOCIAL";"20UP - APOIO A PROJETOS DE TECNOLOGIA SOCIAL E ASSISTIVA";"APOIO A PROJETOS DE TECNOLOGIA SOCIAL E ASSISTIVA - DESPESAS DIVERSAS";202430410015;3e+05;0;0;NA;0;0;NA;"ALIEL MACHADO";"ALIEL MACHADO";"ALIEL MACHADO BARK";"PV";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RUBENS OTONI";"0005";"GOIÁS (UF)";"Trabalho";"Empregabilidade";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20Z1 - QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES";"QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES - DESPESAS DIVERSAS";202419600005;3e+05;0;0;NA;0;0;NA;"RUBENS OTONI";"RUBENS OTONI";"RUBENS OTONI GOMIDE";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DANILO FORTE";"0006";"CEARÁ (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202427000006;3e+05;0;0;NA;0;0;NA;"DANILO FORTE";"DANILO FORTE";"FRANCISCO DANILO BASTOS FORTE";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RODRIGO DE CASTRO";"0007";"BELO HORIZONTE - MG";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202424880007;3e+05;3e+05;3e+05;NA;0;0;NA;"RODRIGO CASTRO";"RODRIGO CASTRO";"RODRIGO BATISTA DE CASTRO";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MARA GABRILLI";"0004";"Nacional";"Relações exteriores";"Difusão do conhecimento científico e tecnológico";"2316 - RELACOES INTERNACIONAIS E ASSISTENCIA A BRASILEIRAS E BRASILEIROS NO EXTERIOR";"2367 - ANALISE E DIVULGACAO DA POLITICA EXTERNA BRASILEIRA, DE RELACOES INTERNACIONAIS E DA HISTORIA DIPLOMATICA DO BRASIL";"ANALISE E DIVULGACAO DA POLITICA EXTERNA BRASILEIRA, DE RELACOES INTERNACIONAIS E DA HISTORIA DIPLOMATICA DO BRASIL - DESPESAS DIVERSAS";202440940004;3e+05;97847,32;97847,32;NA;0;0;NA;"MARA GABRILLI";"MARA GABRILLI";NA;"PSD";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0009";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202417750009;3e+05;0;0;NA;0;0;NA;"JANDIRA FEGHALI";"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PCdoB";"deputado"
2024;"Emenda Individual - Transferências Especiais";"JOAO DANIEL";"0008";"POÇO REDONDO - SE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202436910008;3e+05;3e+05;3e+05;NA;0;0;NA;"JOAO DANIEL";"JOAO DANIEL";"JOAO SOMARIVA DANIEL";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JEFFERSON CAMPOS";"0015";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202415810015;3e+05;3e+05;3e+05;NA;0;0;NA;"JEFFERSON CAMPOS";"JEFFERSON CAMPOS";"JEFFERSON ALVES DE CAMPOS";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"SERGIO SOUZA";"0007";"Nacional";"Agricultura";"Desenvolvimento tecnológico e engenharia";"2303 - PESQUISA E INOVACAO AGROPECUARIA";"20Y6 - PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA";"PESQUISA, DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIAS PARA A AGROPECUARIA - DESPESAS DIVERSAS";202438090007;3e+05;274374,47;274374,47;NA;0;0;NA;"SERGIO SOUZA";"SERGIO SOUZA";"SERGIO DE SOUZA";"MDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CARLOS CHIODINI";"0006";"SANTA CATARINA (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202439290006;3e+05;0;0;NA;0;0;NA;"CARLOS CHIODINI";"CARLOS CHIODINI";"CARLOS ALBERTO CHIODINI";"MDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"SERGIO PETECAO";"0006";"Nacional";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202429140006;3e+05;3e+05;3e+05;NA;0;0;NA;"SERGIO PETECAO";"SERGIO PETECAO";NA;"PSD";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"HUMBERTO COSTA";"0016";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202428850016;3e+05;0;0;NA;0;0;NA;"HUMBERTO COSTA";"HUMBERTO COSTA";NA;"PT";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUCIANO DUCCI";"0011";"Sul";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202437050011;3e+05;0;0;NA;0;0;NA;"LUCIANO DUCCI";"LUCIANO DUCCI";"LUCIANO DUCCI";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PAULO MAGALHAES";"0001";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202435680001;3e+05;0;0;NA;0;0;NA;"PAULO MAGALHAES";"PAULO MAGALHAES";"PAULO SÉRGIO PARANHOS DE MAGALHÃES";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"STEFANO AGUIAR";"0006";"DIVINÓPOLIS - MG";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202429240006;3e+05;3e+05;3e+05;NA;0;0;NA;"STEFANO AGUIAR";"STEFANO AGUIAR";"STEFANO AGUIAR DOS SANTOS";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TONINHO WANDSCHEER";"0003";"SÃO JOSÉ DOS PINHAIS - PR";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202437710003;3e+05;0;0;NA;0;0;NA;"TONINHO WANDSCHEER";"TONINHO WANDSCHEER";"ANTONIO WANDSCHEER";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUIZIANNE LINS";"0018";"Nacional";"Administração";"Telecomunicações";"4101 - COMUNICACAO PUBLICA E GOVERNAMENTAL";"20B5 - FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO";"FORTALECIMENTO DO SISTEMA PUBLICO DE RADIODIFUSAO E COMUNICACAO - DESPESAS DIVERSAS";202437100018;3e+05;0;0;NA;0;0;NA;"LUIZIANNE LINS";"LUIZIANNE LINS";"LUIZIANNE DE OLIVEIRA LINS";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FABIO REIS";"0005";"SERGIPE (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";202429790005;3e+05;0;0;NA;0;0;NA;"FABIO REIS";"FABIO SCHIOCHET";"FÁBIO LUIZ SCHIOCHET FILHO";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"WILSON SANTIAGO";"0005";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202412830005;3e+05;3e+05;3e+05;NA;0;0;NA;"WILSON SANTIAGO";"WILSON SANTIAGO";"JOSÉ WILSON SANTIAGO";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências Especiais";"VICENTINHO JUNIOR";"0012";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202437750012;3e+05;3e+05;3e+05;NA;0;0;NA;"VICENTINHO";"VICENTINHO";"VICENTE PAULO DA SILVA";"PT";"deputado"
2024;"Emenda Individual - Transferências Especiais";"VICENTINHO JUNIOR";"0012";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202437750012;3e+05;3e+05;3e+05;NA;0;0;NA;"VICENTINHO";"VICENTINHO";"VICENTE ALVES DE OLIVEIRA JUNIOR";"PP";"deputado"
2024;"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0015";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202444630015;3e+05;3e+05;3e+05;NA;0;0;NA;"ROBERTO DUARTE";"ROBERTO DUARTE";"ROBERTO DUARTE JUNIOR";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE GUIMARAES";"0009";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";202442940009;3e+05;3e+05;3e+05;NA;0;0;NA;"ALEXANDRE GUIMARAES";"ALEXANDRE GUIMARAES";"JOSÉ ALEXANDRE DOMINGUES GUIMARÃES";"MDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MARIA DO ROSARIO";"0021";"RIO GRANDE DO SUL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5661 - IGUALDADE DE DECISAO E PODER PARA MULHERES";"21GF - FOMENTO A PARTICIPACAO EFETIVA DAS MULHERES NOS ESPACOS DE PODER E DECISAO";"AMPLIACAO DA PARTICIPACAO EFETIVA DAS MULHERES NOS ESPACOS DE PODER E DECISAO";202419830021;3e+05;0;0;NA;0;0;NA;"MARIA ROSARIO";"MARIA ROSARIO";"MARIA DO ROSÁRIO NUNES";"PT";"deputado"
2024;"Emenda Individual - Transferências Especiais";"MOSES RODRIGUES";"0012";"PENTECOSTE - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202437330012;3e+05;3e+05;3e+05;NA;0;0;NA;"MOSES RODRIGUES";"MOSES RODRIGUES";"MOSES HAENDEL MELO RODRIGUES";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JORGE SOLLA";"0008";"BAHIA (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"219U - APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"APOIO AO FUNCIONAMENTO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";202436940008;3e+05;0;0;NA;0;0;NA;"JORGE SOLLA";"JORGE SOLLA";"JORGE JOSE SANTOS PEREIRA SOLLA";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"NILTO TATTO";"0011";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5814 - PROGRAMA NACIONAL DE PROMOCAO DOS DIREITOS DA POPULACAOEM SITUACAO DE RUA";"21G3 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS EM SITUACAO DE RUA E DAS CATADORAS DE MATERIAIS RECICLAVEIS";"PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS EM SITUACAO DE RUA E DAS CATADORAS DE MATERIAIS RECICLAVEIS - DESPESAS DIVERSAS";202437350011;3e+05;0;0;NA;0;0;NA;"NILTO TATTO";"NILTO TATTO";"NILTO IGNACIO TATTO";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROGERIA SANTOS";"0006";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";202444700006;3e+05;3e+05;3e+05;NA;0;0;NA;"ROGERIA SANTOS";"ROGERIA SANTOS";"ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MARIA ROSAS";"0009";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";202441190009;3e+05;0;0;NA;0;0;NA;"MARIA ROSAS";"MARIA ROSAS";"MARIA DO PARTO MENDES ROSAS";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROBINSON FARIA";"0006";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202444650006;3e+05;0;0;NA;0;0;NA;"ROBINSON FARIA";"ROBINSON FARIA";"ROBINSON MESQUITA DE FARIA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ELI BORGES";"0019";"TOCANTINS (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";202439730019;3e+05;0;0;NA;0;0;NA;"ELI BORGES";"ELI BORGES";"ELI DIAS BORGES";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"OMAR AZIZ";"0010";"AMAZONAS (UF)";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";202437940010;3e+05;0;0;NA;0;0;NA;"OMAR AZIZ";"OMAR AZIZ";NA;"PSD";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"WELTER";"0012";"PARANÁ (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";202445000012;3e+05;3e+05;3e+05;NA;0;0;NA;"WELTER";"WELTER";"ELTON CARLOS WELTER";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JEFFERSON CAMPOS";"0017";"VOTORANTIM - SP";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";202415810017;3e+05;0;0;NA;0;0;NA;"JEFFERSON CAMPOS";"JEFFERSON CAMPOS";"JEFFERSON ALVES DE CAMPOS";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0025";"RIO DE JANEIRO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5812 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS LGBTQIA+";"21G2 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS LGBTQIA+";"PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS LGBTQIA+ - DESPESAS DIVERSAS";202417750025;3e+05;3e+05;3e+05;NA;0;0;NA;"JANDIRA FEGHALI";"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PCdoB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"BEBETO";"0003";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202443120003;3e+05;0;0;NA;0;0;NA;"BEBETO";"BEBETO";"Carlos Roberto Rodrigues";"PP";"deputado"
